gene	len_aa	Pfam	R	KO
pmm:PMM0784	292	Carboxyl_trans zf-ACC OrfB_Zn_ribbon zinc_ribbon_5 zinc_ribbon_2 TF_Zn_Ribbon	R04386	K01963
pmm:PMM0785	299	PRK APS_kinase	R01523	K00855
pmm:PMM0786	357	Iso_dh DUF166	R00994	K00052
pmm:PMM0786	357	Iso_dh DUF166	R04426	K00052
pmm:PMM0786	357	Iso_dh DUF166	R10052	K00052
pmm:PMM0787	344	Hexapep LpxD Hexapep_2	R04550	K02536
pmm:PMM0788	360	AA_kinase PUA	R00239	K00931
pmm:PMM0796	255	His_biosynth Dus ThiG NMO PcrB Trp_syntA TMP-TENI G3P_antiterm	R04640	K01814
pmm:PMM0798	180	CDP-OH_P_transf	R01801	K00995
pmm:PMM0821	321	Asparaginase_II Nuc_rec_co-act	R00485	K01424
pmm:PMM0825	1099	CPSase_L_D2 CPSase_L_D3 MGS ATP-grasp_4 Dala_Dala_lig_C ATP-grasp ATPgrasp_Ter ATP-grasp_3 ATP-grasp_5	R00256	K01955
pmm:PMM0825	1099	CPSase_L_D2 CPSase_L_D3 MGS ATP-grasp_4 Dala_Dala_lig_C ATP-grasp ATPgrasp_Ter ATP-grasp_3 ATP-grasp_5	R00575	K01955
pmm:PMM0825	1099	CPSase_L_D2 CPSase_L_D3 MGS ATP-grasp_4 Dala_Dala_lig_C ATP-grasp ATPgrasp_Ter ATP-grasp_3 ATP-grasp_5	R01395	K01955
pmm:PMM0825	1099	CPSase_L_D2 CPSase_L_D3 MGS ATP-grasp_4 Dala_Dala_lig_C ATP-grasp ATPgrasp_Ter ATP-grasp_3 ATP-grasp_5	R10948	K01955
pmm:PMM0825	1099	CPSase_L_D2 CPSase_L_D3 MGS ATP-grasp_4 Dala_Dala_lig_C ATP-grasp ATPgrasp_Ter ATP-grasp_3 ATP-grasp_5	R10949	K01955
pmm:PMM0829	230	TIM	R01015	K01803
pmm:PMM0830	280	Pterin_bind QRPTase_C LysR_substrate CAT_RBD	R03066	K00796
pmm:PMM0830	280	Pterin_bind QRPTase_C LysR_substrate CAT_RBD	R03067	K00796
pmm:PMM0831	1335	CobN-Mg_chel DUF3479	R03877	K03403
pmm:PMM0832	282	DapB_N DapB_C	R04198	K00215
pmm:PMM0832	282	DapB_N DapB_C	R04199	K00215
pmm:PMM0834	384	FAD_binding_3 SE HTH_45 NAD_binding_8 Pyr_redox_2	R04989	K03185
pmm:PMM0834	384	FAD_binding_3 SE HTH_45 NAD_binding_8 Pyr_redox_2	R08773	K03185
pmm:PMM0841	328	Formyl_trans_N Formyl_trans_C Glyco_hydr_116N	R03940	K00604
pmm:PMM0844	390	Rubrerythrin LAGLIDADG_2 Ferritin_2	R06265	K04035
pmm:PMM0844	390	Rubrerythrin LAGLIDADG_2 Ferritin_2	R06266	K04035
pmm:PMM0844	390	Rubrerythrin LAGLIDADG_2 Ferritin_2	R06267	K04035
pmm:PMM0844	390	Rubrerythrin LAGLIDADG_2 Ferritin_2	R10068	K04035
pmm:PMM0863	182	CobU AAA_18 AAA_14 Mt_ATP-synt_B T2SSE	R05221	K02231
pmm:PMM0863	182	CobU AAA_18 AAA_14 Mt_ATP-synt_B T2SSE	R05222	K02231
pmm:PMM0863	182	CobU AAA_18 AAA_14 Mt_ATP-synt_B T2SSE	R06558	K02231
pmm:PMM0867	511	tRNA-synt_1g tRNA-synt_1 tRNA-synt_1e Anticodon_1	R03659	K01874
pmm:PMM0867	511	tRNA-synt_1g tRNA-synt_1 tRNA-synt_1e Anticodon_1	R04773	K01874
pmm:PMM0871	821	B3_4 tRNA_synthFbeta tRNA_bind FDX-ACB B5	R03660	K01890
pmm:PMM0874	276	ATP_transf	R00126	K00988
pmm:PMM0874	276	ATP_transf	R00530	K00988
pmm:PMM0874	276	ATP_transf	R01618	K00988
pmm:PMM0877	1186	S-methyl_trans Pterin_bind Met_synt_B12 B12-binding_2 B12-binding CdhD UPF0180	R00946	K00548
pmm:PMM0877	1186	S-methyl_trans Pterin_bind Met_synt_B12 B12-binding_2 B12-binding CdhD UPF0180	R09365	K00548
pmm:PMM0878	304	Aminotran_4	R01090	K00826
pmm:PMM0878	304	Aminotran_4	R01214	K00826
pmm:PMM0878	304	Aminotran_4	R02199	K00826
pmm:PMM0878	304	Aminotran_4	R10991	K00826
pmm:PMM0879	1245	CobN-Mg_chel	R05227	K02230
pmm:PMM0884	159	CTP_transf_like Citrate_ly_lig	R03035	K00954
pmm:PMM0887	390	Aminotran_5	R07460	K04487
pmm:PMM0887	390	Aminotran_5	R11528	K04487
pmm:PMM0887	390	Aminotran_5	R11529	K04487
pmm:PMM0888	286	DAP_epimerase	R02735	K01778
pmm:PMM0889	858	tRNA-synt_1 tRNA-synt_1_2 tRNA-synt_1g Anticodon_1 tRNA-synt_1e Zn_Tnp_IS1595	R03657	K01869
pmm:PMM0890	526	PGI	R02739	K01810
pmm:PMM0890	526	PGI	R02740	K01810
pmm:PMM0890	526	PGI	R03321	K01810
pmm:PMM0891	218	Formyl_trans_N	R04325	K11175
pmm:PMM0891	218	Formyl_trans_N	R04326	K11175
pmm:PMM0892	351	Semialdhyde_dh Semialdhyde_dhC CoA_binding	R03443	K00145
pmm:PMM0893	577	DHBP_synthase GTP_cyclohydro2	R00425	K14652
pmm:PMM0893	577	DHBP_synthase GTP_cyclohydro2	R07281	K14652
pmm:PMM0899	282	Inositol_P FBPase	R01185	K01092
pmm:PMM0899	282	Inositol_P FBPase	R01186	K01092
pmm:PMM0899	282	Inositol_P FBPase	R01187	K01092
pmm:PMM0900	383	tRNA-synt_His	R01071	K02502
pmm:PMM0907	637	DXP_synthase_N Transket_pyr Transketolase_C Transketolase_N E1_dh PFOR_II TPP_enzyme_C	R05636	K01662
pmm:PMM0908	513	PALP Thr_dehydrat_C	R00220	K01754
pmm:PMM0908	513	PALP Thr_dehydrat_C	R00996	K01754
pmm:PMM0912	596	PK PK_C HpcH_HpaI IMPDH	R00200	K00873
pmm:PMM0912	596	PK PK_C HpcH_HpaI IMPDH	R00430	K00873
pmm:PMM0912	596	PK PK_C HpcH_HpaI IMPDH	R01138	K00873
pmm:PMM0912	596	PK PK_C HpcH_HpaI IMPDH	R01858	K00873
pmm:PMM0912	596	PK PK_C HpcH_HpaI IMPDH	R02320	K00873
pmm:PMM0918	165	MafB19-deam dCMP_cyt_deam_1 Bd3614-deam SNAD4	R10223	K11991
pmm:PMM0919	394	Aminotran_5 Cys_Met_Meta_PP Aminotran_1_2	R00369	K00830
pmm:PMM0919	394	Aminotran_5 Cys_Met_Meta_PP Aminotran_1_2	R00372	K00830
pmm:PMM0919	394	Aminotran_5 Cys_Met_Meta_PP Aminotran_1_2	R00585	K00830
pmm:PMM0919	394	Aminotran_5 Cys_Met_Meta_PP Aminotran_1_2	R00588	K00830
pmm:PMM0920	473	Gln-synt_C Gln-synt_N	R00253	K01915
pmm:PMM0930	327	Transket_pyr Transketolase_C PFOR_II	R00014	K00162
pmm:PMM0930	327	Transket_pyr Transketolase_C PFOR_II	R00209	K00162
pmm:PMM0930	327	Transket_pyr Transketolase_C PFOR_II	R01699	K00162
pmm:PMM0930	327	Transket_pyr Transketolase_C PFOR_II	R03270	K00162
pmm:PMM0932	312	GHMP_kinases_N GHMP_kinases_C	R05634	K00919
pmm:PMM0933	277	RrnaAD Methyltransf_25 TRM13 Methyltransf_11 Methyltransf_12 Methyltransf_23	R10716	K02528
pmm:PMM0946	484	Amidase	R03905	K02433
pmm:PMM0946	484	Amidase	R04212	K02433
pmm:PMM0951	380	CPSase_sm_chain GATase Peptidase_C26 Peptidase_M22	R00256	K01956
pmm:PMM0951	380	CPSase_sm_chain GATase Peptidase_C26 Peptidase_M22	R00575	K01956
pmm:PMM0951	380	CPSase_sm_chain GATase Peptidase_C26 Peptidase_M22	R01395	K01956
pmm:PMM0951	380	CPSase_sm_chain GATase Peptidase_C26 Peptidase_M22	R10948	K01956
pmm:PMM0951	380	CPSase_sm_chain GATase Peptidase_C26 Peptidase_M22	R10949	K01956
pmm:PMM0952	343	Glycos_transf_3 Glycos_trans_3N PCNA_C	R01073	K00766
pmm:PMM0956	266	BacA	R05627	K06153
pmm:PMM0959	318	PRK AAA_18	R01514	K15918
pmm:PMM0960	267	Hydrolase_3 S6PP Hydrolase_6	R05790	K07026
pmm:PMM0961	585	Alpha-amylase	R00803	K00690
pmm:PMM0963	569	Amidohydro_1 Urease_alpha Amidohydro_3	R00131	K01428
pmm:PMM0964	106	Urease_beta PapD_N	R00131	K01429
pmm:PMM0965	100	Urease_gamma	R00131	K01430
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R00513	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R00516	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R00517	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R00962	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R00964	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R00967	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R00968	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R00970	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R01548	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R01549	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R01880	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R02091	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R02096	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R02097	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R02327	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R02332	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R02371	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R02372	K00876
pmm:PMM0989	201	PRK AAA_33 AAA_18 Cytidylate_kin AAA_16 AAA_22 NTPase_1 NACHT RNA_helicase T2SSE cobW NB-ARC AAA_28 Cytidylate_kin2 Zeta_toxin ABC_tran RsgA_GTPase AAA_24 AAA_17 dNK AAA_7 PIF1 Guanylate_kin SRP54 RNA12 AAA_14 AAA_5 AAA KTI12 TsaE MobB Viral_helicase1 AAA_29	R08232	K00876
pmm:PMM1002	869	DUF3458_C Peptidase_M1 DUF3458 Peptidase_M1_N Peptidase_M61	R00899	K01256
pmm:PMM1002	869	DUF3458_C Peptidase_M1 DUF3458 Peptidase_M1_N Peptidase_M61	R04951	K01256
pmm:PMM1004	390	ATP-grasp CPSase_L_D2 Dala_Dala_lig_C Epimerase Pyr_redox 2-Hacid_dh_C RmlD_sub_bind PurK_C Pyr_redox_2 ATP-grasp_3 TrkA_N	R04325	K08289
pmm:PMM1004	390	ATP-grasp CPSase_L_D2 Dala_Dala_lig_C Epimerase Pyr_redox 2-Hacid_dh_C RmlD_sub_bind PurK_C Pyr_redox_2 ATP-grasp_3 TrkA_N	R04326	K08289
pmm:PMM1006	170	GSHPx AhpC-TSA Redoxin	R00274	K00432
pmm:PMM1006	170	GSHPx AhpC-TSA Redoxin	R07034	K00432
pmm:PMM1006	170	GSHPx AhpC-TSA Redoxin	R07035	K00432
pmm:PMM1044	325	PfkB	R01051	K00852
pmm:PMM1044	325	PfkB	R02750	K00852
pmm:PMM1051	433	Homoserine_dh NAD_binding_3 ACT GFO_IDH_MocA Polysacc_deac_3 Sacchrp_dh_NADP F420_oxidored	R01773	K00003
pmm:PMM1051	433	Homoserine_dh NAD_binding_3 ACT GFO_IDH_MocA Polysacc_deac_3 Sacchrp_dh_NADP F420_oxidored	R01775	K00003
pmm:PMM1055	362	AAA_lid_2 Mg_chelatase AAA_5 MCM AAA_22 AAA_16 Sigma54_activat AAA_18 AAA DUF815 AAA_29 ABC_tran AAA_30 AAA_14 AAA_7 MMR_HSR1 AAA_28	R03877	K03405
pmm:PMM1060	205	GATase SNO GATase_3 DUF1039 BPL_N Peptidase_C26	R04558	K02501
pmm:PMM1062	387	IMPDH FMN_dh NMO Dus Glu_synthase ThiG DHO_dh His_biosynth	R01130	K00088
pmm:PMM1062	387	IMPDH FMN_dh NMO Dus Glu_synthase ThiG DHO_dh His_biosynth	R08240	K00088
pmm:PMM1064	403	Lycopene_cycl Trp_halogenase Pyr_redox_2 NAD_binding_8	R03824	K06443
pmm:PMM1064	403	Lycopene_cycl Trp_halogenase Pyr_redox_2 NAD_binding_8	R04801	K06443
pmm:PMM1064	403	Lycopene_cycl Trp_halogenase Pyr_redox_2 NAD_binding_8	R05341	K06443
pmm:PMM1064	403	Lycopene_cycl Trp_halogenase Pyr_redox_2 NAD_binding_8	R06962	K06443
pmm:PMM1064	403	Lycopene_cycl Trp_halogenase Pyr_redox_2 NAD_binding_8	R07856	K06443
pmm:PMM1065	527	Glyco_hydro_57 DUF1957	R02110	K16149
pmm:PMM1066	546	HMGL-like LeuA_dimer DUF4657	R01213	K01649
pmm:PMM1069	298	THF_DHG_CYH_C THF_DHG_CYH AlaDh_PNT_C	R01220	K01491
pmm:PMM1069	298	THF_DHG_CYH_C THF_DHG_CYH AlaDh_PNT_C	R01655	K01491
pmm:PMM1070	300	polyprenyl_synt	R01658	K13789
pmm:PMM1070	300	polyprenyl_synt	R02003	K13789
pmm:PMM1070	300	polyprenyl_synt	R02061	K13789
pmm:PMM1072	464	GATase_3 AAA_26 CbiA Fer4_NifH	R05224	K02224
pmm:PMM1072	464	GATase_3 AAA_26 CbiA Fer4_NifH	R05815	K02224
pmm:PMM1074	507	G6PD_C G6PD_N	R00835	K00036
pmm:PMM1074	507	G6PD_C G6PD_N	R02736	K00036
pmm:PMM1074	507	G6PD_C G6PD_N	R10907	K00036
pmm:PMM1080	331	Pribosyltran_N Pribosyl_synth Pribosyltran UPRTase	R01049	K00948
pmm:PMM1081	506	Glyco_hydro_77	R02111	K00705
pmm:PMM1081	506	Glyco_hydro_77	R05196	K00705
pmm:PMM1084	465	OKR_DC_1 OKR_DC_1_C Aminotran_1_2 DegT_DnrJ_EryC1 Cys_Met_Meta_PP	R00462	K01582
pmm:PMM1085	285	CTP_transf_1 CarS-like	R01799	K00981
pmm:PMM1087	364	Fe-ADH Fe-ADH_2 DHQ_synthase YokU MR_MLE_C	R01034	K00005
pmm:PMM1087	364	Fe-ADH Fe-ADH_2 DHQ_synthase YokU MR_MLE_C	R10715	K00005
pmm:PMM1087	364	Fe-ADH Fe-ADH_2 DHQ_synthase YokU MR_MLE_C	R10717	K00005
pmm:PMM1090	457	Orn_Arg_deC_N Orn_DAP_Arg_deC Ala_racemase_N SpoU_sub_bind	R00451	K01586
pmm:PMM1092	272	Prenyltransf	R06447	K00806
pmm:PMM1093	335	BATS Radical_SAM	R01078	K01012
pmm:PMM1096	299	Radical_SAM LIAS_N	R07767	K03644
pmm:PMM1096	299	Radical_SAM LIAS_N	R07768	K03644
pmm:PMM1107	238	PdxJ Rad9	R05838	K03474
pmm:PMM1115	533	Amino_oxidase NAD_binding_8 DAO FAD_binding_2 Thi4 HI0933_like Pyr_redox_2 FAD_oxidored FAD_binding_3 GMC_oxred_N GDI GIDA MCRA Pyr_redox_3	R07512	K09835
pmm:PMM1122	171	Pribosyltran	R00190	K00759
pmm:PMM1122	171	Pribosyltran	R01229	K00759
pmm:PMM1122	171	Pribosyltran	R04378	K00759
pmm:PMM1141	492	tRNA-synt_1e tRNA-synt_1g DALR_2 tRNA-synt_1f tRNA-synt_1 DUF1949 DUF2175	R03650	K01883
pmm:PMM1142	404	DXP_reductoisom DXPR_C DXP_redisom_C	R05688	K00099
pmm:PMM1145	478	PNTB TPP_enzyme_M	R00112	K00325
pmm:PMM1146	98	PNTB_4TM	R00112	K00324
pmm:PMM1147	376	AlaDh_PNT_C AlaDh_PNT_N 2-Hacid_dh_C Pyr_redox Pyr_redox_2 FliG_N GIDA ADH_zinc_N HI0933_like FAD_binding_2	R00112	K00324
pmm:PMM1150	458	Pyr_redox_2 Pyr_redox_3 Pyr_redox Thioredoxin Thioredoxin_2 GIDA HI0933_like NAD_binding_8 FAD_oxidored DSBA FAD_binding_2 NAD_binding_7 Thioredoxin_7 Glutaredoxin DAO Thi4 Thioredoxin_4 TraF DUF836 Trp_halogenase K_oxygenase Thioredoxin_8	R02016	K00384
pmm:PMM1150	458	Pyr_redox_2 Pyr_redox_3 Pyr_redox Thioredoxin Thioredoxin_2 GIDA HI0933_like NAD_binding_8 FAD_oxidored DSBA FAD_binding_2 NAD_binding_7 Thioredoxin_7 Glutaredoxin DAO Thi4 Thioredoxin_4 TraF DUF836 Trp_halogenase K_oxygenase Thioredoxin_8	R03596	K00384
pmm:PMM1150	458	Pyr_redox_2 Pyr_redox_3 Pyr_redox Thioredoxin Thioredoxin_2 GIDA HI0933_like NAD_binding_8 FAD_oxidored DSBA FAD_binding_2 NAD_binding_7 Thioredoxin_7 Glutaredoxin DAO Thi4 Thioredoxin_4 TraF DUF836 Trp_halogenase K_oxygenase Thioredoxin_8	R09372	K00384
pmm:PMM1154	174	ALS_ss_C ACT_5 ACT ACT_4	R00006	K01653
pmm:PMM1154	174	ALS_ss_C ACT_5 ACT ACT_4	R00014	K01653
pmm:PMM1154	174	ALS_ss_C ACT_5 ACT ACT_4	R00226	K01653
pmm:PMM1154	174	ALS_ss_C ACT_5 ACT ACT_4	R03050	K01653
pmm:PMM1154	174	ALS_ss_C ACT_5 ACT ACT_4	R04672	K01653
pmm:PMM1154	174	ALS_ss_C ACT_5 ACT ACT_4	R04673	K01653
pmm:PMM1154	174	ALS_ss_C ACT_5 ACT ACT_4	R08648	K01653
pmm:PMM1160	509	GATase_3 AAA_26 CbiA SNO GATase DJ-1_PfpI	R05225	K02232
pmm:PMM1165	289	tRNA-synt_2e	R03654	K01878
pmm:PMM1181	127	CM_1 partial_CstF ArsA_ATPase	R01715	K06208
pmm:PMM1188	424	tRNA-synt_2b Seryl_tRNA_N APG6_N Phage_min_cap2 DHR10 Spc7 HTH_17 tRNA-synt_His Cep57_CLD DUF4407 DUF334 DUF3160	R03662	K01875
pmm:PMM1188	424	tRNA-synt_2b Seryl_tRNA_N APG6_N Phage_min_cap2 DHR10 Spc7 HTH_17 tRNA-synt_His Cep57_CLD DUF4407 DUF334 DUF3160	R08218	K01875
pmm:PMM1192	313	Inositol_P FBPase	R00188	K01082
pmm:PMM1192	313	Inositol_P FBPase	R00508	K01082
pmm:PMM1196	485	MannoseP_isomer NTP_transferase Cupin_2 NTP_transf_3	R00885	K00971
pmm:PMM1200	317	Glycos_transf_2	R01009	K00721
pmm:PMM1201	349	GDP_Man_Dehyd Epimerase NAD_binding_4 3Beta_HSD Polysacc_synt_2 RmlD_sub_bind adh_short KR	R04266	K12454
pmm:PMM1203	360	GDP_Man_Dehyd Epimerase Polysacc_synt_2 3Beta_HSD RmlD_sub_bind NAD_binding_4 IstB_IS21 Oxidored_nitro	R02426	K01709
pmm:PMM1204	255	NTP_transferase NTP_transf_3 MBG	R00956	K00978
pmm:PMM1205	399	DegT_DnrJ_EryC1 Cys_Met_Meta_PP Tenui_NCP	R03391	K12452
pmm:PMM1205	399	DegT_DnrJ_EryC1 Cys_Met_Meta_PP Tenui_NCP	R03392	K12452
pmm:PMM1207	317	Epimerase GDP_Man_Dehyd Polysacc_synt_2 RmlD_sub_bind 3Beta_HSD NAD_binding_10 NmrA RELT	R05692	K02377
pmm:PMM1208	357	GDP_Man_Dehyd Epimerase RmlD_sub_bind Polysacc_synt_2	R00888	K01711
pmm:PMM1209	363	GDP_Man_Dehyd Epimerase Polysacc_synt_2 3Beta_HSD RmlD_sub_bind KR NAD_binding_4 adh_short AAA_11	R00291	K01784
pmm:PMM1209	363	GDP_Man_Dehyd Epimerase Polysacc_synt_2 3Beta_HSD RmlD_sub_bind KR NAD_binding_4 adh_short AAA_11	R02984	K01784
pmm:PMM1210	341	Epimerase GDP_Man_Dehyd 3Beta_HSD RmlD_sub_bind Polysacc_synt_2 NAD_binding_4 adh_short KR	R01385	K08679
pmm:PMM1216	239	NTP_transferase NTP_transf_3 IspD	R00885	K00966
pmm:PMM1217	203	SIS_2 SIS	R05645	K03271
pmm:PMM1217	203	SIS_2 SIS	R09768	K03271
pmm:PMM1217	203	SIS_2 SIS	R09769	K03271
pmm:PMM1229	324	E1_dh TPP_enzyme_C DXP_synthase_N Transketolase_N XFP_N ETC_C1_NDUFA4	R00014	K00161
pmm:PMM1229	324	E1_dh TPP_enzyme_C DXP_synthase_N Transketolase_N XFP_N ETC_C1_NDUFA4	R00209	K00161
pmm:PMM1229	324	E1_dh TPP_enzyme_C DXP_synthase_N Transketolase_N XFP_N ETC_C1_NDUFA4	R01699	K00161
pmm:PMM1229	324	E1_dh TPP_enzyme_C DXP_synthase_N Transketolase_N XFP_N ETC_C1_NDUFA4	R03270	K00161
pmm:PMM1233	279	RmlD_sub_bind Epimerase	R02777	K00067
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R00623	K00121
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R00754	K00121
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R02124	K00121
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R04880	K00121
